DI_Code	DI_Term	SCT_ID	SCT_Description	Primary_Code1	Primary_Term1	Primary_Code2	Primary_Term2	Primary_Code3	Primary_Term3	Primary_Code4	Primary_Term4	Y_Code1	Y_Term1	Y_Code2	Y_Term2	Y_Code3	Y_Term3	Z_code1	Z_Term1	Z_code2	Z_Term2	Z_code3	Z_Term3	Z_code4	Z_Term4	Z_code5	Z_Term5	O_Code	O_Term	Annotation
XDOLBQ	XR Dental oblique lateral Both	440607000	X-ray of teeth in oblique lateral view (procedure)	U04.4	Lateral oblique jaw radiology							Y98.1	Radiology of one body area (or < 20 minutes)																	
XDOLLQ	XR Dental oblique lateral Lt	440607000	X-ray of teeth in oblique lateral view (procedure)	U04.4	Lateral oblique jaw radiology							Y98.1	Radiology of one body area (or < 20 minutes)																	
XDOLRQ	XR Dental oblique lateral Rt	440607000	X-ray of teeth in oblique lateral view (procedure)	U04.4	Lateral oblique jaw radiology							Y98.1	Radiology of one body area (or < 20 minutes)																	
XDPA	XR Dental periapical 5	241047004	Dental X-ray periapical (procedure)	U04.2	Periapical radiology							Y98.1	Radiology of one body area (or < 20 minutes)																	
XDPB	XR Dental periapical 10	241047004	Dental X-ray periapical (procedure)	U04.2	Periapical radiology							Y98.1	Radiology of one body area (or < 20 minutes)																	
XDPC	XR Dental periapical 10 plus	241047004	Dental X-ray periapical (procedure)	U04.2	Periapical radiology							Y98.1	Radiology of one body area (or < 20 minutes)																	
XDPF	XR Dental periapical full	285569006	Full mouth periapical radiographs (procedure)	U04.2	Periapical radiology							Y98.1	Radiology of one body area (or < 20 minutes)																	
XDUO	XR Dental maxillary occlusal	241049001	Maxillary occlusal X-ray (procedure)	U04.3	Occlusal radiology							Y98.1	Radiology of one body area (or < 20 minutes)					Z64.4	Maxilla											
XDXFB	DEXA Scan of femur Both	1105121000000106	Dual energy X-ray photon absorptiometry of bilateral femurs (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z76.9	Femur NEC	Z94.1	Bilateral operation									N
XDXFL	DEXA Scan of femur Left	1105071000000106	Dual energy X-ray photon absorptiometry of left femur (procedure)	U13.1	Bone densitometry							Y98.1	Radiology of one body area (or < 20 minutes)					Z76.9	Femur NEC	Z94.3	Left sided operation									N
XDXFR	DEXA Scan of femur Right	1105061000000104	Dual energy X-ray photon absorptiometry of right femur (procedure)	U13.1	Bone densitometry							Y98.1	Radiology of one body area (or < 20 minutes)					Z76.9	Femur NEC	Z94.2	Right sided operation									N
XELBB	XR Elbow Both	76913009	Radiography of elbow (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z81.5	Elbow joint											
XELBBY	XR Elbow for bone age Both	703940002	X-ray of elbow for bone age (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z81.5	Elbow joint											
XELBL	XR Elbow Lt	76913009	Radiography of elbow (procedure)	U13.4	Plain x-ray of joint							Y98.1	Radiology of one body area (or < 20 minutes)					Z81.5	Elbow joint											
XELBLY	XR Elbow for bone age Left	703940002	X-ray of elbow for bone age (procedure)	U13.4	Plain x-ray of joint							Y98.1	Radiology of one body area (or < 20 minutes)					Z81.5	Elbow joint											
XELBR	XR Elbow Rt	76913009	Radiography of elbow (procedure)	U13.4	Plain x-ray of joint							Y98.1	Radiology of one body area (or < 20 minutes)					Z81.5	Elbow joint											
XELBRY	XR Elbow for bone age Right	703940002	X-ray of elbow for bone age (procedure)	U13.4	Plain x-ray of joint							Y98.1	Radiology of one body area (or < 20 minutes)					Z81.5	Elbow joint											
XFACI	XR Facial bones	68306006	Diagnostic radiography of facial bones (procedure)	U13.5	Plain x-ray of bone							Y98.1	Radiology of one body area (or < 20 minutes)					Z64.9	Bone of face NEC											
XFANKB	XR Foot and ankle Both	1597004	Skeletal X-ray of ankle and foot (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z85.6	Ankle joint	Z80.9	Bone of foot NEC									
XFANKL	XR Foot and ankle Left	1597004	Skeletal X-ray of ankle and foot (procedure)	U13.5	Plain x-ray of bone							Y98.1	Radiology of one body area (or < 20 minutes)					Z85.6	Ankle joint	Z80.9	Bone of foot NEC									
XFANKR	XR Foot and ankle Right	1597004	Skeletal X-ray of ankle and foot (procedure)	U13.5	Plain x-ray of bone							Y98.1	Radiology of one body area (or < 20 minutes)					Z85.6	Ankle joint	Z80.9	Bone of foot NEC									
XFARB	XR Radius and ulna Both	74809003	Radiography of forearm (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z89.3	Forearm NEC											
XFARL	XR Radius and ulna Lt	74809003	Radiography of forearm (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.3	Forearm NEC											
XFARR	XR Radius and ulna Rt	74809003	Radiography of forearm (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.3	Forearm NEC											
XFBD	XR Foreign body demonstration	66596009	Diagnostic radiography for foreign body detection and localization (procedure)	#HLT																										
XFBOB	XR Orbit foreign body demonstration Both	241037002	X-ray of eye for foreign body (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z19.9	Eye NEC											
XFDXB	DEXA Scan of forearm Both	428569003	Dual energy X-ray photon absorptiometry scan of forearm (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z89.3	Forearm NEC											
XFDXL	DEXA Scan of forearm Left	428569003	Dual energy X-ray photon absorptiometry scan of forearm (procedure)	U13.1	Bone densitometry							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.3	Forearm NEC											
XFDXR	DEXA Scan of forearm Right	428569003	Dual energy X-ray photon absorptiometry scan of forearm (procedure)	U13.1	Bone densitometry							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.3	Forearm NEC											
XFEMB	XR Femur Both	241075002	Plain X-ray of femur (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z76.9	Femur NEC											
XFEML	XR Femur Lt	241075002	Plain X-ray of femur (procedure)	U13.5	Plain x-ray of bone							Y98.1	Radiology of one body area (or < 20 minutes)					Z76.9	Femur NEC											
XFEMR	XR Femur Rt	241075002	Plain X-ray of femur (procedure)	U13.5	Plain x-ray of bone							Y98.1	Radiology of one body area (or < 20 minutes)					Z76.9	Femur NEC											
XFFOB	XR Forefoot Both	276015003	Forefoot X-ray (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z90.5	Foot NEC											
XFFOL	XR Forefoot Lt	276015003	Forefoot X-ray (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z90.5	Foot NEC											
XFFOR	XR Forefoot Rt	276015003	Forefoot X-ray (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z90.5	Foot NEC											
XFIIL	XR Finger index Lt	418802004	X-ray of index finger (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.6	Finger NEC											
XFIIR	XR Finger index Rt	418802004	X-ray of index finger (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.6	Finger NEC											
XFILL	XR Finger little Lt	418515004	X-ray of little finger (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.6	Finger NEC											
XFILR	XR Finger little Rt	418515004	X-ray of little finger (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.6	Finger NEC											
XFIML	XR Finger middle Lt	419380005	X-ray of middle finger (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.6	Finger NEC											
XFIMR	XR Finger middle Rt	419380005	X-ray of middle finger (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.6	Finger NEC											
XFINL	XR Fingers Lt	418426008	X-ray of fingers (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.7	Multiple digits of hand NEC											
XFINR	XR Fingers Rt	418426008	X-ray of fingers (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.7	Multiple digits of hand NEC											
XFIRL	XR Finger ring Lt	419080000	X-ray of ring finger (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.6	Finger NEC											
XFIRR	XR Finger ring Rt	419080000	X-ray of ring finger (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.6	Finger NEC											
XFOOB	XR Foot Both	426581005	X-ray of both feet (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z90.5	Foot NEC	Z94.1	Bilateral operation									
XFOOL	XR Foot Lt	426908009	X-ray of left foot (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z90.5	Foot NEC	Z94.3	Left sided operation									
XFOOR	XR Foot Rt	426311001	X-ray of right foot (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z90.5	Foot NEC	Z94.2	Right sided operation									
XFORE	XR Forensic	446181006	Forensic X-ray (procedure)	#HLT																										
XGIABI	XR Guided I125 insertion axilla Both	1095361000000107	Insertion of iodine 125 radioactive seed into bilateral axillae using X-ray guidance (procedure)	#HLT																										
XGIALI	XR Guided I125 insertion axilla Left	1095381000000103	Insertion of iodine 125 radioactive seed into left axilla using X-ray guidance (procedure)	#HLT																										
XGIARI	XR Guided I125 insertion axilla Right	1095371000000100	Insertion of iodine 125 radioactive seed into right axilla using X-ray guidance (procedure)	#HLT																										
XGITT	XR GI tract marker capsule transit study	720707009	Plain X-ray of gastrointestinal tract with marker capsule for transit study (procedure)	#HLT																										
XGPBB	XR Guided I125 RSL breast lesion Both	713564003	Localization of iodine 125 radioactive seed to breast lesion using X-ray guidance (procedure)	B37.8	Other specified other operations on breast							Y35.5	Insertion of radioactive marker into organ NOC	Y53.1	Approach to organ under radiological control			Z15.9	Breast NEC											
XGPBL	XR Guided I125 RSL breast lesion Left	713564003	Localization of iodine 125 radioactive seed to breast lesion using X-ray guidance (procedure)	B37.8	Other specified other operations on breast							Y35.5	Insertion of radioactive marker into organ NOC	Y53.1	Approach to organ under radiological control			Z15.9	Breast NEC											
XGPBR	XR Guided I125 RSL breast lesion Right	713564003	Localization of iodine 125 radioactive seed to breast lesion using X-ray guidance (procedure)	B37.8	Other specified other operations on breast							Y35.5	Insertion of radioactive marker into organ NOC	Y53.1	Approach to organ under radiological control			Z15.9	Breast NEC											
XGTOMO	XR Tomogram	439101006	X-ray tomography (procedure)	#HLT																										
XHANB	XR Hand Both	49345004	Radiography of hand (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z89.4	Hand NEC											
XHANL	XR Hand Lt	49345004	Radiography of hand (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.4	Hand NEC											
XHANR	XR Hand Rt	49345004	Radiography of hand (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z89.4	Hand NEC											
XHAWB	XR Hand and wrist Both	39714003	Skeletal X-ray of wrist and hand (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z73.9	Bone of hand NEC									O31.1	Wrist NEC	
XHAWL	XR Hand and wrist Left	39714003	Skeletal X-ray of wrist and hand (procedure)	U13.5	Plain x-ray of bone							Y98.1	Radiology of one body area (or < 20 minutes)					Z73.9	Bone of hand NEC									O31.1	Wrist NEC	
XHAWR	XR Hand and wrist Right	39714003	Skeletal X-ray of wrist and hand (procedure)	U13.5	Plain x-ray of bone							Y98.1	Radiology of one body area (or < 20 minutes)					Z73.9	Bone of hand NEC									O31.1	Wrist NEC	
XHDXB	Bone mineral densitometry hip Both	429529009	Dual energy X-ray photon absorptiometry scan of hip (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z84.3	Hip joint											
XHDXL	Bone mineral densitometry hip Lt	429529009	Dual energy X-ray photon absorptiometry scan of hip (procedure)	U13.1	Bone densitometry							Y98.1	Radiology of one body area (or < 20 minutes)					Z84.3	Hip joint											
XHDXR	Bone mineral densitometry hip Rt	429529009	Dual energy X-ray photon absorptiometry scan of hip (procedure)	U13.1	Bone densitometry							Y98.1	Radiology of one body area (or < 20 minutes)					Z84.3	Hip joint											
XHFOB	XR Hindfoot Both	241081005	Hindfoot X-ray (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z90.5	Foot NEC											
XHFOL	XR Hindfoot Lt	241081005	Hindfoot X-ray (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z90.5	Foot NEC											
XHFOR	XR Hindfoot Rt	241081005	Hindfoot X-ray (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z90.5	Foot NEC											
XHIPB	XR Hip Both	408740001	Radiography of hip (procedure)	U21.7	Plain x-ray NEC							Y98.2	Radiology of two body areas					Z84.3	Hip joint											
XHIPL	XR Hip Lt	408740001	Radiography of hip (procedure)	U13.4	Plain x-ray of joint							Y98.1	Radiology of one body area (or < 20 minutes)					Z84.3	Hip joint											
XHIPR	XR Hip Rt	408740001	Radiography of hip (procedure)	U13.4	Plain x-ray of joint							Y98.1	Radiology of one body area (or < 20 minutes)					Z84.3	Hip joint											
XHWBA	XR Hand and wrist for bone age	428603007	X-ray of hand and wrist for bone age (procedure)	U21.7	Plain x-ray NEC							Y98.1	Radiology of one body area (or < 20 minutes)					Z73.9	Bone of hand NEC									O31.1	Wrist NEC	
XHWMI	XR Hand and wrist for metacarpal index	912541000000103	X-ray of hand and wrist for metacarpal index (procedure)	U13.5	Plain x-ray of bone							Y98.1	Radiology of one body area (or < 20 minutes)					Z73.9	Bone of hand NEC									O31.1	Wrist NEC	
